id,text_EN,text_CZ,text,modified,onlyid
location_Tabor_vojaku_poklad,Soldiers' treasure camp,Tábor vojáků poklad,兵士の宝物野営地,兵士の宝物野営地,
location_tabor_vojaku_mrchojedy,Merhojed Soldiers' Camp,Mrchojedy tábor vojáků ,マホイエド兵士の野営地,ムルホイェディ兵士の野営地,
location_tabor_penezokazcu,Counterfeiter's camp,Tábor penězokazců,偽造者の野営地,偽造者の野営地,
location_Tabor_lapku_Neuhof,Neuhof Bandits' Encampment,Neuhof tábor lapků,ノイホフの盗賊の野営地,ネウホフの盗賊の野営地,
location_Tabor_kata_z_KH,Kuttenberg executioner's Camp,Tábor kata z Kutné Hory,クッテンバークの処刑人の野営地,クッテンベルクの処刑人の野営地,
location_Tabor_horniku_Skalice,Skalitz Miners' Camp,Skalice tábor horníků,スカリッツの鉱夫キャンプ,スカリツェの鉱夫キャンプ,
location_Tabor_banditu_XbfqAJUp,Sasau West Bandits' Camp,Sázava západ tábor banditů ,ササウ西の盗賊の野営地,サーザヴァ西の盗賊の野営地,
location_Swordmaker,Swordsmith's,Mečíř,刀鍛冶,刀鍛冶,
location_Svec_rataje,Rattay Cobbler,Rataje švec,ラッタイの靴屋,ラタイェの靴屋,
location_Sv__Jakub,St. James,Sv. Jakub,聖ジェームズ,聖ヤクプ,
location_Strom_s_obesenci,Tree With Hanging Man,Strom s oběšenci,吊るされの男の木,吊るされの男の木,
location_Stribrna_hut,Silver works,Stříbrná huť,銀加工所,銀加工所,
location_Statek_Valdenskych,Waldensian Farm,Statek valdenských,ワルドー派の農場,ワルドー派の農場,
location_Statek_pod_Skalici,Farm by Skalitz,Statek pod Skalicí,スカリッツ周辺の農場,スカリツェ周辺の農場,
location_Statek_Madly,Mary's Farm,Statek Madly,メアリーの農場,マドリンの農場,
location_Statek_felcarky,Nurse's Farm,Statek felčarky,看護人の農場,看護人の農場,
location_Statek_Doroty,Dorota's Farm,Statek Doroty,ドロタの農場,ドロタの農場,
location_Stankari,Stall Traders,Stánkaři,馬屋の商人,馬屋の商人,
location_Staje_Uzice,Uzhitz Stables,Úžice stáje ,ウージッツの厩舎,ウージツェの厩舎,
location_Slavik_3,Nightingale 3,Slavík 3,夜鳴鳥3,夜鳴鳥3,
location_Slavik_2,Nightingale 2,Slavík 2,夜鳴鳥2,夜鳴鳥2,
location_Slavik_1,Nightingale 1,Slavík 1,夜鳴鳥1,夜鳴鳥1,
location_Slamuv_dum,Straw's House,Slámův dům,ストローの家,ストローの家,
location_Skalicky_les,Skalitz Woods,Skalický les,スカリッツの森,スカリツェの森,
location_Skalicky_hrad,Skalitz Castle,Skalický hrad,スカリッツ城,スカリツェ城,
location_Skalicka_kovarna,Skalitz Forge,Skalická kovárna,スカリッツの鍛冶場,スカリツェの鍛冶場,
location_Skalice_sermi_dbaqHB4X,Skalitz Training Arena ,Skalice šermířský plácek,スカリッツの訓練場 ,スカリツェの訓練場 ,
location_Skalice_naves,Skalitz Square,Skalice náves,スカリッツの広場,スカリツェの広場,
location_Skalice_mlyn,Skalitz Mill,Skalice mlýn,スカリッツ製粉場,スカリツェ製粉場,
location_Skalice_hutni_komplex,Skalitz Mining Works,Skalice hutní komplex,スカリッツの鉱山作業所,スカリツェの鉱山作業所,
location_Skalice_Doly,Skalitz Mines,Skalice doly,スカリッツ鉱山,スカリツェ鉱山,
location_Skalice,Skalitz,Skalice,スカリッツ,スカリツェ,
location_Sibenicni_vrch,Gallows Hill,Šibeniční vrch,絞首刑の丘,絞首刑の丘,
location_Setkani_se_Zbyskem,Meeting with Zbyshek,Setkání se Zbyškem,ビシェクとの会合,ビシェクとの会合,
location_Schovka_nad_bitvou,Hiding Place Over Battle,Schovka nad bitvou,戦場を見下ろす隠れ場所,戦場を見下ろす隠れ場所,
location_Sazavy_rybnik,Sasau Fishpond,Sázava rybník,ササウの釣り堀,サーザヴァの釣り堀,
location_Sazavsky_most,Sasau Bridge,Sázavský most,ササウ橋,サーザヴァ橋,
location_Sazavsky_mlyn,Sasau Mill,Sázavský mlýn,ササウの製粉場,サーザヴァの製粉場,
location_Sazava_zbrojir,Sasau Armourer,Sázava zbrojíř,ササウの甲冑商,サーザヴァの甲冑商,
location_Sazava_svec,Sasau Cobbler,Sázava švec,ササウの靴屋,サーザヴァの靴屋,
location_Sazava_rytecka_dilna,Sasau Engraver's Workshop,Sázava rytecká dílna,ササウの彫物師の作業場,サーザヴァの彫物師の作業場,
location_Sazava_rynek,Sasau Green,Sázava rynek,ササウの緑地,サーザヴァの緑地,
location_Sazava_rychta,Sasau Rathaus,Sázava rychta,ササウの町役場,サーザヴァの町役場,
location_sazava_prepad_Hfrl2sQK,Sasau Johanka ambush 1,Sázava přepadení Johanky 1,ササウのヨハンカの待ち伏せ地1,サーザヴァのヨハンカの待ち伏せ地1,
location_Sazava_lazne,Sasau Bathhouse,Sázava lázně,ササウの浴場,サーザヴァの浴場,
location_Sazava_krejci,Sasau Tailor,Sázava krejčí,ササウの服屋,サーザヴァの服屋,
location_Sazava_kovar,Sasau Blacksmith,Sázava kovář,ササウの鍛冶屋,サーザヴァの鍛冶屋,
location_Sazava_kostel,Sasau Church,Sázava kostel sv. Martina,ササウの教会,サーザヴァの教会,
location_Sazava_hrbitov,Sasau Cemetery,Sázava hřbitov,ササウの墓地,サーザヴァの墓地,
location_Sazava,Sasau,Sázava,ササウ,サーザヴァ,
location_Samota_pod_Uzicemi,Smallholding by Uzhitz,Samota pod Úžicemi,ウージッツ周辺の小作農地,ウージツェ周辺の小作農地,
location_Samopse,Samopesh,Samopše,サモペシュ,サモプシェ,
location_Rychta_Skalice,Skalitz Rathaus,Skalice rychta,スカリッツの町役場,スカリツェの町役場,
location_Rychta_Samopse,Samopesh Bailiff's House,Samopše rychta ,サモペシュの執行官の家,サモプシェの執行官の家,
location_Rychta_Ledecko,Ledetchko Bailiff's House,Ledečko rychta ,レデチコの執行官の家,レデチコの執行官の家,
location_Rybar_uzice,Uzhitz Fisherman,Úžice rybář,ウージッツの釣り人,ウージツェの釣り人,
location_Rybar_Rataje,Rattay Fisherman,Rataje rybář ,ラッタイの釣り人,ラタイェの釣り人,
location_Rvacka_s_Tomasem,Fight with Thomas,Rvačka s Tomášem,トーマスとの戦闘,トマーシュとの戦闘,
location_Rovne,Rovna,Rovná,ロヴナ,ロヴナ,
location_Rovna_uhliri,Rovna Charcoal-burners,Rovná uhlíři,ロヴナの炭焼き職人,ロヴナの炭焼き職人,
location_Reznik_Sazava,Sasau Butcher,Sázava řezník ,ササウの肉屋,サーザヴァの肉屋,
location_Reznik_Rataje,Rattay Butcher,Rataje řezník ,ラッタイの肉屋,ラタイェの肉屋,
location_Reznik_Ledecko,Ledetchko Butcher,Ledečko řezník ,レデチコの肉屋,レデチコの肉屋,
location_Reznik_klaster,Monastery Butcher,Klášter řezník ,修道院の肉屋,修道院の肉屋,
location_Reka_Sazava,Sasau River,Řeka Sázava,ササウ川,サーザヴァ川,
location_Ratajska_hrad_LPgR3W7F,Rattay Western Tower,Ratajská hradební věž západ,ラッタイの西塔,ラタイェの西塔,
location_Ratajska_hrad_JbVXQKao,Rattay Town Gate,Ratajská hradební branka,ラッタイの城門,ラタイェの城門,
location_rataje_zbrojnice,Rattay Armoury,Rataje zbrojnice,ラッタイの兵装庫,ラタイェの兵装庫,
location_rataje_zbrojir,Rattay Armourer,Rataje zbrojíř,ラッタイの甲冑商,ラタイェの甲冑商,
location_Rataje_venkov,Rattay Countryside,Rataje venkov,ラッタイの田園地帯,ラタイェの田園地帯,
location_Rataje_uprchl_blvDw55d,Rattay Refugee Camp,Rataje uprchlický tábor,ラッタイ避難民キャンプ,ラタイェ避難民キャンプ,
location_rataje_stodola_u_mlyna,Rattay Barn By The Mill,Rataje stodola u mlýna,ラッタイの製粉場の近くの納屋,ラタイェの製粉場の近くの納屋,
location_Rataje_rychta,Rattay Rathaus,Rataje rychta,ラッタイ市庁舎,ラタイェ市庁舎,
location_Rataje_rycht,Rattay Rathaus,Rataje rychta,ラッタイ市庁舎,ラタイェ市庁舎,
location_Rataje_Namesti,Rattay Square,Rataje náměstí,ラッタイの広場,ラタイェの広場,
location_Rataje_lovci,Rattay Huntsman,Rataje lovčí,ラッタイの狩人,ラタイェの狩人,
location_Rataje_Lazne,Rattay Bathhouse,Rataje Lázně,ラッタイの浴場,ラタイェの浴場,
location_Rataje_Kozeluh,Rattay Tanner,Rataje koželuh,ラッタイの製革所,ラタイェの製革所,
location_Rataje_Konrad_Hagen,Rattay Konrad Hagen,Rataje Konrad Hagen,ラッタイのコンラッド・ハーゲン,ラタイェのコンラート゠ハゲン,
location_Rataje_apatyka,Rattay Apothecary,Rataje apatyka,ラッタイの薬屋,ラタイェの薬屋,
location_Rataje,Rattay,Rataje,ラッタイ,ラタイェ,
location_Rapotuv_tabor,Rapota's House,Rapotův tábor,ラポタの家,ラポタの家,
location_Pytlacka_mytina,Poachers' Glade,Pytlácká mýtina,密猟者の草地,密猟者の草地,
location_pribyslavice_newHomes,Pribyslavitz,Přibyslavice,プリビスラヴィッツ,プシビスラヴィツェ,
location_Pribyslavice__Wd6Wv2Tx,Morcock's Pribyslavitz camp,Přibyslavice Machův táborák,マーコックのプリビスラヴィッツの野営地,マフのプシビスラヴィツェの野営地,
location_Pribyslavice,Pribyslavitz,Přibyslavice,プリビスラヴィッツ,プシビスラヴィツェ,
location_Prepadeni_Tomase,Thomas' Attack Site,Přepadení Tomáše,トーマスの襲撃地点,トマーシュの襲撃地点,
location_Prepadeni_Adela_II,Adela ambush II,Přepadení Adéla II,アデラの待ち伏せ地点II,アデーラの待ち伏せ地点II,
location_Prepadeni_Adela,Adela ambush  ,Přepadení Adéla,アデラの待ち伏せ地点  ,アデーラの待ち伏せ地点  ,
location_Praha,Prague,Praha,プラハ,プラハ,
location_Poustevnik,Hermitage,Poustevník,庵,庵,
location_Poustevna,Hermitage,Poustevna,庵,庵,
location_Posledni_sedk_PybqqjwW,Last farmer in Rovna,Poslední sedlák v Rovné ,ロヴナ最後の農民,ロヴナ最後の農民,
location_Popravci_vrsek,Gallows Hill,Popravčí vršek,絞首刑の丘,絞首刑の丘,
location_Pivovar,Brewery,Pivovar,醸造所,醸造所,
location_Pirkstejn_brana,Pirkstein Gate,Pirkštejn brána,ピルクシュタインの門,ピルクシュテインの門,
location_Pirkstejn,Pirkstein,Pirkštejn,ピルクシュタイン,ピルクシュテイン,
location_Pila_Sazava,Sasau Sawmill,Sázava pila,ササウの製材所,サーザヴァの製材所,
location_Pekar_Uzice,Uzhitz Baker,Úžice pekař ,ウージッツのパン屋,ウージツェのパン屋,
location_Pekar_Sazava,Sasau Baker,Sázava pekař ,ササウのパン屋,サーザヴァのパン屋,
location_Pekar_Rataje,Rattay Baker,Rataje pekař ,ラッタイのパン屋,ラタイェのパン屋,
location_Pekar_Ledecko,Ledetchko Baker,Ledečko pekař,レデチコのパン屋,レデチコのパン屋,
location_Opatovy_komnaty,Abbot's Chambers,Opatovy komnaty,大修道院長の私室,大修道院長の私室,
location_okoli_rataji,Rattay Vicinity,Okolí Ratají,ラッタイ周辺,ラタイェ周辺,
location_Oblehaci_Tabor_Vesnice,Siege Camp Village,Obléhací tábor vesnice,攻城野営地の村,攻城野営地の村,
location_Oblehaci_Tabor_Prak,Trebuchet Siege Camp,Obléhací tábor prak,投石器の包囲野営地,投石器の包囲野営地,
location_Oblehaci_Tabor_Lom,Quarry Siege Encampment,Obléhací tábor lom,採石場の包囲野営地,採石場の包囲野営地,
location_Neuhofsky_les,Neuhof Woods ,Neuhofský les,ノイホフの森 ,ネウホフの森 ,
location_Neuhof_vnitrni_nadvori,Neuhof Inner Bailey,Neuhof vnitřní nádvoří,ノイホフの内壁,ネウホフの内壁,
location_Neuhof_vnejsi_nadvori,Neuhof Outer Courtyard,Neuhof vnější nádvoří,ノイホフの外庭,ネウホフの外庭,
location_Neuhof_uhliri_zapad,Charcoal Burners Neuhof West,Neuhof západ dřevorubci,ノイホフ西の炭焼き職人,ネウホフ西の炭焼き職人,
location_Neuhof,Neuhof,Neuhof,ノイホフ,ネウホフ,
location_Nemcuv_dum_Skalice,Deutsch's house - Skalitz,Skalice Němcův dům ,ドイッチュの家 - スカリッツ,スカリツェのドイッチュの家,
location_Napravnikuv_dum,Custodian's House,Nápravníkův dům,管理人の家,管理人の家,
location_Mytinka_v_les_GWO7TKCN,Glade in woods by Neuhof,Mýtinka v lese nad Neuhofem,ノイホフ周辺の森の草地,ネウホフ周辺の森の草地,
location_Mytinka_u_Rovneho,Glade by Rovna,Mýtinka u Rovné,ロヴナ周辺の草地,ロヴナ周辺の草地,
location_Mytinka_u_reky,Clearing By The River,Palouk u řeky,川のそばの空き地,川のそばの空き地,
location_mytina_valdenskych,Waldensians' Clearing,Mýtina valdenských,ワルドー派の空き地,ワルドー派の空き地,
location_mrchojedy_hrebcin,Merhojed Stud Farm,Mrchojedy hřebčín,マホイエドの軍馬飼育場,ムルホイェディの軍馬飼育場,
location_Mrchojedy,Merhojed,Mrchojedy,マホイエド,ムルホイェディ,
location_Mlyny,Mill,Mlýny,製粉場,製粉場,
location_Mlyn_Skalice,Skalitz Mill,Rychta mlýn,スカリッツの製粉場,スカリツェの製粉場,
location_Mlyn_Rataje,Rattay Mill,Ratajský mlýn,ラッタイの製粉場,ラタイェの製粉場,
location_Mlyn_Ledecko,Ledetchko Mill,Ledečko mlýn,レデチコの製粉場,レデチコの製粉場,
location_Mlyn_Kuchelnik,Kohelnitz Mill,Kuchelník mlýn,コヘルニッツの製粉場,コヘルニークの製粉場,
location_Mlyn_Korecnik,Koretchnik Mill ,Korečník mlýn,コレチェニクの製粉場 ,コレチェニークの製粉場 ,
location_Mlyn_Kacek,Katsek Mill ,Kácek mlýn,カトセクの製粉場 ,カーツェクの製粉場 ,
location_Misto_predani_falsu,Counterfeit Handover Site,Místo předání falz,偽造品受け渡し場所,偽造品受け渡し場所,
location_Misto_bitvy_v_tR8GwJja,Battle Site,Místo bitvy v posilách v2,戦場,戦場,
location_Misto_bitvy_Posily,Site Of Reinforcements Battle,Místo bitvy posily,増援戦の戦場,増援戦の戦場,
location_mill,Mill,Mlýn,製粉場,製粉場,
location_melicharuv_statek,Melichar's Farm,Melicharův statek,メリカーの農場,メリハルの農場,
location_Mecir_Rataje,Rattay Swordsmith,Rataje mečíř ,ラッタイの刀鍛冶,ラタイェの刀鍛冶,
location_Madlin_kriz,Mary's Cross,Madlin kříž,メアリーの十字路,マドンナの十字路,
location_Lukesuv_dum,Lukesh's House,Lukešův dům,ルケシュの家,ルケシュの家,
location_Loukotuv_dum,Loukota's House,Loukotův dům,ロコタの家,ロコタの家,
location_Lom_Talmberk,Talmberg Quarry,Lom Talmberk,タルムバークの採石場,タルムベルクの採石場,
location_Lom_Sazava,Sasau Quarry,Sázava lom,ササウの採石場,サーザヴァの採石場,
location_Les_u_Neuhofu,Woods by Neuhof,Les u Neuhofu,ノイホフ周辺の森,ネウホフ周辺の森,
location_les_pribyslavice,Pribyslavitz Woods,Přibyslavice les ,プリビスラヴィッツの森,プシビスラヴィツェの森,
location_Ledecko_vypal_s0xT7AHY,Burned-out farm - Hagen's letter,Vypálený statek - Hagenův vzkaz,焼け落ちた農場、およびハーゲンの手紙,焼け落ちた農場、ハゲンの手紙,
location_Ledecko_opustena_stola,Deserted barn - Ledetchko,Ledečko opuštěná štola,打ち捨てられた納屋 - レデチコ,レデチコ、打ち捨てられた納屋,
location_ledecko_les,Ledetchko Woods,Ledečko les,レデチコの森,レデチコの森,
location_ledecko_lazne,Ledetchko Bathhouse,Ledečko lázně,レデチコの浴場,レデチコの浴場,
location_Ledecko_Kovar,Ledetchko Blacksmith,Ledečko kovář,レデチコの鍛冶屋,レデチコの鍛冶屋,
location_Ledecko_jeskyne,Ledetchko Cave,Ledečko jeskyně,レデチコの洞窟,レデチコの洞窟,
location_Ledecko,Ledetchko,Ledečko,レデチコ,レデチコ,
location_Kupec_Uzice,Uzhitz Merchant,Úžice kupec,ウージッツの商人,ウージツェの商人,
location_Kupec_Skalice,Skalitz Merchant,Skalice kupec ,スカリッツの商人,スカリツェの商人,
location_Kupec_Sazava,Sasau Merchant,Sázava kupec ,ササウの商人,サーザヴァの商人,
location_Kupec_Samopse,Samopesh Merchant,Samopše kupec ,サモペシュの商人,サモプシェの商人,
location_Kupec_Rataje,Rattay Merchant,Rataje kupec ,ラッタイの商人,ラタイェの商人,
location_Kupec_Ledecko,Ledetchko Merchant,Ledečko kupec,レデチコの商人,レデチコの商人,
location_Kunuv_tabor,Kuno's camp,Kunův tábor,クーノの野営地,クノ卿の野営地,
location_Kunesuv_dum,Kunesh's House,Kunešův dům,クネシュの家,クネシュの家,
location_Kumansky_tabor_3,Cuman Camp 3,Kumánský tábor 3,クマン人の野営地3,クマン人の野営地3,
location_Kumansky_tabor_2,Cuman Camp 2,Kumánský tábor 2,クマン人の野営地2,クマン人の野営地2,
location_Kumansky_tabor_1,Cuman Camp 1,Kumánský tábor 1,クマン人の野営地1,クマン人の野営地1,
location_kumanova_skrys,Cuman hideaway,Kumánova skrýš,クマン人の隠れ処,クマン人の隠れ処,
location_Krkavci_skala,Raven Rock,Krkavčí skála,カラス岩,カラス岩,
location_Krizovatka,Crossroads,Křižovatka,十字路,十字路,
location_Krejci_Rataje,Rattay Tailor,Rataje krejčí ,ラッタイの服屋,ラタイェの服屋,
location_Krejci_Ledecko,Ledetchko Tailor,Ledečko krejčí ,レデチコの服屋,レデチコの服屋,
location_Kozeluh_Talmberk,Talmberg Tanner,Talmberk koželuh,タルムバークの製革所,タルムベルクの製革所,
location_Kozeluh_Sazava,Sasau Tanner,Sázava koželuh ,ササウの製革所,サーザヴァの製革所,
location_Kozeluh_Ledecko,Ledetchko Tannery,Ledečko koželuh ,レデチコの製革所,レデチコの製革所,
location_Kovar_Samopse,Sasau Blacksmith,Samopše kovář ,ササウの鍛冶屋,サーザヴァの鍛冶屋,
location_Kovar_Rataje,Rattay Blacksmith,Rataje kovář ,ラッタイの鍛冶場,ラタイェの鍛冶場,
location_kostel_sv__Matouse,St. Matthew's Church,Rataje kostel sv. Matouše,聖マタイ教会,聖マタイ教会,
location_Kostel_Rataje_horni,Rattay Upper Church,Rataje kostel sv. Mikuláše,ラッタイの丘の教会,ラタイェの丘の教会,
location_Korenarka_Uzice,Uzhitz Herb Woman,Úžice kořenářka ,ウージッツの女薬草師,ウージツェの女薬草師,
location_korenarka_samopse,Samopesh Herb Woman,Samopše kořenářka,サモペシュの女薬草師,サモプシェの女薬草師,
location_Korenarka_Neuhof,Neuhof Herb Woman,Neuhof kořenářka ,ノイホフの女薬草師,ネウホフの女薬草師,
location_Korenarka_Ledecko,Ledetchko Herb Woman,Ledečko kořenářka ,レデチコの女薬草師,レデチコの女薬草師,
location_kolbiste_rataje,Rattay Arena,Rataje kolbiště ,ラッタイの闘技場,ラタイェの闘技場,
location_kolbenuv_statek_,Kolbens' Farm,Statek Kolbenů,コルベンの農場,コルベンの農場,
location_Klasterni_dvur,Monastery Courtyard,Klášterní dvůr,修道院中庭,修道院中庭,
location_Klaster_stavba,Monastery Construction,Klášter stavba,修道院の建設現場,修道院の建設現場,
location_Klaster_sklepeni,Monastery Cellars,Klášter sklepení,修道院地下,修道院地下,
location_klaster_safar_DiPpjhEc,Monastery Overseer's study,Klášter šafářova kancelář,修道院監督官の執務室,修道院監督官の執務室,
location_Klaster_praco_2cmmV2Gv,Monastery work areas,Klášter předklášteří,修道院の作業場,修道院の作業場,
location_Klaster_kostel,Monastery Church,Klášter kostel,修道院の教会,修道院の教会,
location_Klaster_knihovna,Library in Monastery ,Klášter knihovna,修道院図書館 ,修道院図書館 ,
location_Klaster_jidel_wJ3SUbnk,Monastery Refectory,Klášter jídelna (refektář),修道院食堂,修道院食堂,
location_Klaster_infirmarium,Monastery Infirmary,Klášter infirmarium,修道院治療所,修道院治療所,
location_Klaster_fortna,Monastery Portal,Klášter fortna,修道院正門,修道院正門,
location_Klaster_dormitar,Monastery Dormitory,Klášter dormitář,修道院寮,修道院寮,
location_Klaster___hos_wfslgNCN,Monastery - Craftsmen's Courtyard,Klášter - hospodářský dvůr,修道院 - 職人の中庭,修道院 - 職人の中庭,
location_Klaster,Monastery,Klášter,修道院,修道院,
location_Kemp_loupezniku,Robbers' camp,Tábor loupežníků,強盗の野営地,強盗の野営地,
location_Kazani_v_lese,Preaching in the woods,Kázání v lese,森の伝道場,森の伝道場,
location_Katova_samota,Executioner's Cabin,Katova samota,処刑人の小屋,処刑人の小屋,
location_Karluv_dum,Karel's House,Karlův dům,カレルの家,カレルの家,
location_Johancin_prabytek,Johanka's shelter,Johančin příbytek,ヨハンカの隠れ場所,ヨハンカの隠れ場所,
location_Jeskyne_Sv__Prokopa,St. Procopius' Cave,Jeskyně sv. Prokopa,聖プロコピウスの洞窟,聖プロコピウスの洞窟,
location_Hynkova_skrys_exterior,Hynek's Hideout,Hynkova skrýš,ヒネクの隠れ家,ヒネクの隠れ家,
location_Hrebcin_Neuhof,Neuhof Stud Farm,Neuhof hřebčín,ノイホフの軍馬飼育場,ネウホフの軍馬飼育場,
location_Hracova_komor_u2fGOcKZ,Henry's Chamber - Pirkstein,Pirkštejn hráčova komora ,ヘンリーの部屋 - ピルクシュタイン,ピルクシュテインのヘンリーの部屋,
