id,text_EN,text_CZ,text,modified,onlyid
ui_codex_name_jan_z_predboric,Jan of Předbořice,Jan z Předbořic řečený Jedináček,プジェドボジツェのヤン,プジェドボジツェの〈孤児のヤン〉,
ui_codex_name_jaroslav,Jaroslav of Bezmíře and Benešov,Jaroslav z Bezmíře,ベズミールとベネショフのヤロスラフ,ベズミールシのヤロスラフ,
ui_codex_name_jatka,Slaughterhouse,Jatka,畜殺場,畜殺場,
ui_codex_name_jedy_otravy,Venoms and Poisons,Jedy a otravy,毒液と毒薬,毒液と毒薬,
ui_codex_name_jenstein,John of Jenstein ,Jan z Jenštejna ,ヤン・イェンシュテイン ,イェンシュテインのヤン,
ui_codex_name_jizda_kun,Horse-riding,Jízda na koni,馬術,馬術,
ui_codex_name_jmena_prijmeni,Names and Surnames,Jména a příjmení,名前と姓,名前と姓,
ui_codex_name_jobst,Jobst of Moravia,Jošt Moravský ,モラヴィアのヨブスト,モラヴィア辺境伯ヨシュト,
ui_codex_name_klaster_hier,Monastery Hierarchy,Klášterní hierarchie,修道院の階級,修道院の階級,
ui_codex_name_knihy,Books and Libraries,Knihy a knihovny,本と図書館,本と図書館,
ui_codex_name_koncil,Ecumenical Council,Koncil,公会議,公会議,
ui_codex_name_konrad_keyser,Konrad Kyeser,Konrad Kyeser,コンラッド・カイザー,コンラート゠キーザー,
ui_codex_name_kosovo_pole,The Battle of Kosovo,Bitva na Kosově poli,コソボの戦い,コソヴォの戦い,
ui_codex_name_kostel_vybava,Liturgical Items,Kostelní výbava,礼拝用品,礼拝用品,
ui_codex_name_kostely,Churches,Kostely,教会,教会,
ui_codex_name_krest,Baptism,Křest,洗礼,洗礼,
ui_codex_name_kroniky,Chronicles,Kroniky,年代記,年代記,
ui_codex_name_kuchyne,Kitchens,Kuchyně,台所,台所,
ui_codex_name_kumani,Cumans,Kumáni,クマン人,クマン人,
ui_codex_name_kurtoazie,Courtliness,Kurtoazie,優雅さ,優雅さ,
ui_codex_name_kutna_hora,Kuttenberg,Kutná Hora,クッテンバーク,クトナー゠ホラ,1
ui_codex_name_kuttenberg,Kuttenberg,Kutná Hora,クッテンバーク,クッテンベルク,
ui_codex_name_ledecko,Ledetchko,Ledečko,レデチコ,レデチコ,
ui_codex_name_les,Woods,Lesy,森,森,1
ui_codex_name_lichtenstein,John II of Liechtenstein,Jan II. z Lichtenštejna ,リヒテンシュタインのヨハン2世,リフテンシュテインのヤンII世,
ui_codex_name_lidove_pisne,Folk Songs,Lidové písně,民謡,民謡,1
ui_codex_name_literature,Language and Literature,Jazyk a literatura,言語と文学,言語と文学,1
ui_codex_name_locksmith,Locksmith,Zámečník,錠前師,錠前師,1
ui_codex_name_loupeze,Burglars and Robbers,Lupiči a loupežníci,泥棒と強盗,泥棒と強盗,
ui_codex_name_lov,Hunt,Lov,狩猟,狩猟,
ui_codex_name_lumberjack,Woodcutter,Dřevorubec,木こり,木こり,
ui_codex_name_maltster,Malters and Brewers,Sladovník a pivovarník,麦芽職人と醸造職人,麦芽職人と醸造職人,
ui_codex_name_markvart,Sir Markvart von Aulitz,Markvart z Ulic ,マークヴァート・フォン・オーリッツ卿,マルクヴァルト゠フォン゠アウリッツ,
ui_codex_name_marnice,Morgue,Márnice,死体安置所,霊安室,
ui_codex_name_matej,Matthew of Janow,Matěj z Janova,ヤノヴのマシュー,ヤノフのマチェイ,
ui_codex_name_mestane,Burghers,Měšťané,都会人,都市住民,
ui_codex_name_mestske_brany,Town Gates,Městské brány,城門,城門,
ui_codex_name_miller,Millers,Mlynář,製粉所,製粉所,
ui_codex_name_miner,Miners and Mineworkers,Horníci a havíři,炭鉱夫と鉱員,鉱山と鉱夫,
ui_codex_name_minscmistr,Mint Master,Mincmistr,貨幣職人,貨幣職人,
ui_codex_name_modlitby,Prayer,Modlitby,祈り,祈り,
ui_codex_name_money,Money,Peníze,お金,お金,
ui_codex_name_mrchojedy,Merhojed,Mrchojedy,マホイエド,ムルホイェディ,
ui_codex_name_music,Music,Hudba,音楽,音楽,
ui_codex_name_nabytek,Furniture,Nábytek,家具,家具,
ui_codex_name_nadavky,Invective,Nadávky,毒舌,毒舌,
ui_codex_name_napoje,Beverages,Nápoje,飲み物,飲み物,
ui_codex_name_napravnik,Custodian,Nápravník,管理人,管理人,
ui_codex_name_naradi,Tools,Nářadí,道具,道具,
ui_codex_name_nastenna_malba,Frescos,Nástěnná malba,フレスコ画,フレスコ画,
ui_codex_name_necronomicon,Necronomicon,Necronomicon,ネクロノミコン,ネクロノミコン,
ui_codex_name_nemoci,Diseases,Nemoci,病気,病気,
ui_codex_name_neuhof,Neuhof,Neuhof,ノイホフ,ネウホフ,
ui_codex_name_nikopole,The Battle of Nicopolis ,Bitva u Nikopole ,ニコポリスの戦い ,ニコポリスの戦い ,
ui_codex_name_opati,Abbots of Sasau Monastery,Opati Sázavského kláštera,ササウ修道院大修道院長,サーザヴァ修道院の大修道院長,
ui_codex_name_ota_IV_mladsi,Otto IV von Bergow,Ota IV. mladší z Bergova,ベルゴーのオットー4世,ベルゴフのオタIV世,
ui_codex_name_padelani_pen,Counterfeiting,Padělání peněz,偽造,貨幣の偽造,1
ui_codex_name_painter,Painter,Malíř,絵描き,画家,1
ui_codex_name_pansky_urednik,Noble Officials,Panští úředníci,貴族の役人,貴族の役職,1
ui_codex_name_papez,Pope,Papežové,教皇,教皇,1
ui_codex_name_pasovani,Smuggler,Pašerák,密売人,密輸人,11
ui_codex_name_pastime,Entertainment and Games,"Hry, zábava a hazard",娯楽と遊び,娯楽と遊び,
ui_codex_name_pilgrim,Pilgrimage,Poutnictví,巡礼,巡礼,
ui_codex_name_platner,Armoursmith,Platnéř,鎧鍛冶屋,鎧鍛冶,
ui_codex_name_pohanstvi,Paganism,Pohanství,異教信仰,ペイガニズム,1
ui_codex_name_pohreb,Burial,Pohřeb,埋葬,埋葬,
ui_codex_name_popraviste,Execution Place,Popraviště,処刑地,処刑場,
ui_codex_name_posazavi,Skalitz-Sasau District,Posázaví,スカリッツ-ササウ地区,ザーザヴァ沿岸地域,1
ui_codex_name_postaveni_zen,Women in the Middle Ages,Postavení žen,中世の女性,中世の女性,
ui_codex_name_pozdravy,Greetings,Pozdravy,挨拶,挨拶,
ui_codex_name_pranyr,Pillory,Pranýř,さらし台,さらし台,
ui_codex_name_praporce_korouhve,Pennants and Banners,Praporce a korouhve,長旗とのぼり,長旗と軍旗,
ui_codex_name_priest,Priest,Kněz,神父,聖職者,1
ui_codex_name_prijmy_davky,Municipal Finances,"Příjmy, dávky, výdaje",都市財政,都市財政,
ui_codex_name_prokop_luxembourg,Prokop of Luxembourg,Prokop Lucemburský ,ルクセンブルクのプロコプ,ルクセンブルク家のプロコプ,
ui_codex_name_prostituce,Prostitution,Prostituce,売春,売春,
ui_codex_name_rada_rychtar,Bailiff and City Council,Rychtář a městská rada,執行官と市評議会,執行官と市評議会,
ui_codex_name_radzig,Racek Kobyla of Dvojitz,"Racek Kobyla z Dvorce, Dvojic a Dojic ",ヴォイエツのラジク・コビラ,ドヴォルツェのラツェク゠コビラ,
ui_codex_name_rataje,Rattay on Sasau,Rataje nad Sázavou,ササウ側のラッタイ,ラタイェ゠ナト゠サーザヴォウ,
ui_codex_name_rod_hronovcu,The Ronov Family,"Rod Rovnovců, také Hronovců nebo Ronoviců  ",ロノヴ家,ロノフ家 (あるいはフロノフツィ、ロノヴィツィ),1
ui_codex_name_rovna,Rovna,Rovná,ロヴナ,ロヴナ,
ui_codex_name_ruprecht,Rupert III of the Palatinate ,Ruprecht III. Falcký ,プファルツのループレヒト3世 ,プファルツのループレヒトIII世 ,
ui_codex_name_rychta,Rathouse and Town Hall,"Rychta, radnice",庁舎と町役場,都市の庁舎と公会堂,1
ui_codex_name_rytirsky_vycvik,Knighthood Training,Rytířský výcvik,騎士道訓練,騎士の鍛錬,1
ui_codex_name_saint_prokop,Saint Procopius,Sv. Prokop ,聖プロコピウス,聖プロコピウス,1
ui_codex_name_samopse,Samopesh,Samopše,サモペシュ,サモプシェ,
ui_codex_name_sazava,Sasau Monastery,Klášter sv. Prokopa v Sázavě,ササウ修道院,サーザヴァ修道院,
ui_codex_name_sazava_m,Sasau Town,Sázava,ササウの町,サーザヴァの市街地,
ui_codex_name_schizma,The Western Schism,Schizma,教会大分裂,西方教会のシスマ,1
ui_codex_name_scribe,Scribe,Písař,書記官,書記官,
ui_codex_name_sedlak,Farmer,Sedlák,農夫,農夫,
ui_codex_name_shepard,Shepherd,Pastýř,羊飼い,羊飼い,
ui_codex_name_sigismund,Sigismund of Luxembourg,Zikmund Lucemburský ,ルクセンブルクのシギスムント,ルクセンブルク家のジクムント,
ui_codex_name_skalice,The Sacking of Skalitz,Vypálení Skalice,スカリッツの略奪,スカリツェの略奪,
ui_codex_name_skoly,Schools,Školy,学校,学校,
ui_codex_name_slechta,Nobility,Šlechta,貴族,貴族,
ui_codex_name_smil,Sir Smil Flashka,Smil Flaška z Pardubic a Rychmburka,スミル・フラシュカ卿,パルドゥビツェとルフムブルクのスミル゠フラシュカ,
ui_codex_name_smirci_kriz,Conciliation Crosses,Smírčí kříže,供養碑,供養碑,
ui_codex_name_smolne_knihy,Black Chronicle,Smolné knihy,黒の年代記,黒の年代記,
ui_codex_name_spitaly,Hospitals and Almshouses,Špitály a nemocnice,病院と救貧院,病院と救貧院,
ui_codex_name_stavebni_hut,Construction,Stavební huť,建設,建設,
ui_codex_name_stonemason,Stonemason,Kameník,石工,石工,
ui_codex_name_stribskalice,Skalitz  ,Stříbrná Skalice,スカリッツ  ,ストジーブルナー゠スカリツェ,1
ui_codex_name_svatovaclavska,St. Wenceslas' Crown,Svatováclavská koruna,聖ベンツェスラウスの王冠,聖ヴァーツラフの王冠,
ui_codex_name_swordsmith,Swordsmiths and Armourers,Mečíři a zbrojíři,刀鍛冶と鎧鍛冶,武器鍛冶と鎧鍛冶,
ui_codex_name_tailor,Tailor and Draper,Krejčí a soukeníci,服屋と生地屋,服屋と生地屋,
ui_codex_name_talmberk,Talmberg,Talmberk,タルムバーク,タルムベルク,
ui_codex_name_tanner,Tanner,Koželuh,製革所,革職人,
ui_codex_name_teboreni,Camping,Táboření,野営,野営,
ui_codex_name_textil,Fabrics,Textil,布地,布地,
ui_codex_name_towns,Towns and Cities,Města,町と都市,集落と都市,
ui_codex_name_trebuchet,Trebuchet,Obléhací prak,投石器,投石機,
ui_codex_name_trh_obchod,Merchant,Obchodník,商人,商人,
ui_codex_name_trojilid,The Three Orders of Mankind,Učení o trojím lidu,人類の三つの社会的分類,人の三身分,1
ui_codex_name_turnaje,Tournaments,Turnaje,馬上試合,競技会,
ui_codex_name_univerzita,University,Univerzita,大学,大学,
ui_codex_name_unos_prokopa,Abduction of Prokop of Luxembourg,Únos a uvěznění Prokopa Lucemburského,ルクセンブルクのプロコプの誘拐,ルクセンブルクのプロコプ誘拐事件,
ui_codex_name_unosy_vaclava,Abduction of Wenceslas IV,Únosy Václava IV.,ベンツェスラウス4世の誘拐,ベンツェスラウスIV世誘拐事件,
ui_codex_name_urban,Pope Urban VI,Papež Urban VI. ,教皇ウルバヌス6世,教皇ウルバヌスVI世,
ui_codex_name_uzice,Uzhitz,Úžice,ウージッツ,ウージツェ,
ui_codex_name_valden,Waldensians,Valdenští,ワルドー派,ワルドー派,
ui_codex_name_vetrny_mlyn,Windmills,Mlýn větrný,風車,風車小屋,1
ui_codex_name_vezeni,Jail,Vězení,牢獄,牢獄,
ui_codex_name_vilem_habsbursky,William the Courteous of Habsburg ,Vilém Habsburský,ハプスブルグの”礼節”ウィルヘルム ,ハプスブルクのヴィルヘルム礼節公,
ui_codex_name_vilem_I,William I of Meissen,"Vilém I. Míšeňský, zvaný Jednooký ",マイセンのヴィルヘルムI世,マイセン辺境伯〈隻眼の〉ヴィルヘルムI世,
ui_codex_name_vilem_z_talmberka,William of Talmberg and Miličín ,Vilém z Talmberka a z Miličína ,タルムバークとミリチーンのヴィルヘルム ,タルムベルクおよびミリチーンのヴィレーム,
ui_codex_name_vilem_zajic,Vilem Zajíc of Valdek ,Vilém Zajíc z Valdeka ,ヴァルデクのヴィレム・ザイーク ,ヴァルデクのヴィレーム゠ザイーツ,
ui_codex_name_villages,Village,Vesnice,村,村,
ui_codex_name_vira_zboznost,Faith and Devotion,Víra a zbožnost,信仰と献身,信仰と献身,
ui_codex_name_vodni_mlyn,Water Mills,Mlýn vodní,水車小屋,水車小屋,
ui_codex_name_vodni_pila,Water-Driven Sawmills,Vodní pila,水車の製材所,水力製材所,
ui_codex_name_vozy,Carts and Wagons,Vozy,荷車と馬車,荷車と馬車,
ui_codex_name_vranik,Vranik,Vraník,ヴラーニク,ヴラニーク,
ui_codex_name_wenceslas,Wenceslas IV,Václav IV. ,ベンツェスラウス4世,ヴァーツラフIV世,
ui_codex_name_winegrower,Winegrower,Vinař,ワイン職人,ワイン職人,
ui_codex_name_z_talmberka,The Lords of Talmberg,Rod pánů z Talmberka,タルムバークの領主たち,タルムベルクの領主,
ui_codex_name_zachody,Toilets,Záchody,トイレ,トイレ,
ui_codex_name_zahrada,Gardens,Zahrady,庭,庭,
ui_codex_name_zamky,Locks,Zámky,鍵,錠前,1
ui_codex_name_zbroj,Armour,Zbroj,防具,防具,
ui_codex_name_zbrojnice,Armoury,Zbrojnice,兵器庫,兵器庫,
ui_codex_name_zbynek_zajic,Zbyněk Zajíc of Hasenburg,Zbyněk Zajíc z Hazmburka ,ハーセンベルクのズビニェク・ザイーツ,ハーズムブルクのズビニェク゠ザイーツ,
ui_codex_name_zdroje_svetla,Sources of Light,Zdroje světla,光の源,照明,
ui_codex_name_zebraci,Beggar,Žebrák,浮浪者,物乞い,
ui_codex_name_zem_hotovost,Land Army,Zemská hotovost,農耕部隊,農耕部隊,
ui_codex_name_zemedelstvi,Farming,Zemědělství,農耕,農耕,
ui_codex_name_zemnice,Dugout Shelters,Zemnice,待避壕,避難所,
ui_codex_name_zide,Jews,Židé,ユダヤ人,ユダヤ人,
ui_codex_name_zivot_v_klaster,Monks and Monastic Life,Mniši a život v klášteře,修道士と修道生活,修道士と修道生活,
ui_codex_name_zlata_doba_karla,The Golden Age of Charles IV,Zlatá doba Karla IV.,チャールズ4世の黄金時代,カレルI世の黄金時代,
ui_codex_name_zoul,The Zoul Family of Ostředek,Rod Zoulů z Ostředka,オストジェデクのゾール家,オストジェデクのズール家,
ui_codex_name_zul,The Zoul Family of Ostředek,Rod Zoulů z Ostředka,オストジェデクのゾール家,オストジェデクのズール家,
