id,text_EN,text_CZ,text,modified,note,onlyid
ui_nm_beefMeat,Beef,Hovězí maso,牛肉,牛肉,
ui_nm_beefMeat_cooked,Cooked beef,Hovězí maso vařené,焼き牛肉,焼き牛肉,
ui_nm_beefMeat_dried,Dried beef,Sušené hovězí maso,干した牛肉,干した牛肉,
ui_nm_beefMeat_smoked,Smoked beef,Uzené hovězí maso,牛肉の燻製,牛肉の燻製,
ui_nm_beer_for_henry,Beer for Henry,Pivo pro Jindřicha,ヘンリーのためのビール,インジフのためのビール,
ui_nm_beer_jug2,Beer,Pivo,ビール,ビール,
ui_nm_beer_recipe,Beer recipe,Recept na pivo,ビールのレシピ,ビールのレシピ,
ui_nm_beet,Beet  ,Řepa,テンサイ  ,テンサイ,
ui_nm_beet_cooked,Boiled beet,Vařená řepa,焼きテンサイ,焼きテンサイ,
ui_nm_berans_chalice,Beran's cup,Beranův kalich,ベランのコップ,ベランのコップ,
ui_nm_bill,Italian bill,Sudlice italská,イタリアンビル,イタリアのビル,
ui_nm_bird_trap_empty,Empty bird cage,Ptačí past prázdná,空の鳥かご,空の鳥かご,
ui_nm_bird_trap_full,Bird trap,Ptačí past,鳥の罠,鳥の罠,
ui_nm_black_feather,Black feathers,Černé peří,黒の羽毛,黒の羽毛,
ui_nm_blankas_ring,Bianca's ring,Blančin prstýnek,ビアンカの指輪,ブランカの指輪,
ui_nm_boar_meat,Boar meat,Maso z divočáka,イノシシの肉,イノシシの肉,
ui_nm_boar_meat_cooked,Cooked boar meat,Vařené maso z divočáka,焼きイノシシ肉,焼きイノシシ肉,
ui_nm_boar_meat_dried,Dried boar meat,Sušené maso z divočáka,干したイノシシの肉,干したイノシシの肉,
ui_nm_boar_meat_smoked,Smoked boar meat,Uzené maso z divočáka,イノシシの燻製肉,イノシシの燻製肉,
ui_nm_bohemian_earspoon,Bohemian earspoon,Sudlice ušatá,ボヘミアの耳かき,ボヘミアの耳かき,
ui_nm_bohuta_church_key,Key to church steeple,Klíč od kostelní věže,教会の尖塔の鍵,教会の尖塔の鍵,
ui_nm_boletus,Boletus edulis,Hřib pravý,ポルチーニ,ポルチーニ,
ui_nm_boletus_cooked,Cooked boletus,Vařený hřib pravák,焼きポルチーニ,焼きポルチーニ,
ui_nm_boletus_dried,Dried boletus,Sušený hřib pravák,干したポルチーニ,干したポルチーニ,
ui_nm_bone,Bone,Kůstka ,骨,骨,
ui_nm_book_for_transcription,Latin book I,Latinská kniha I,ラテン語の書物I,ラテン語の書物I,
ui_nm_book_for_transcription2,Latin book II,Latinská kniha II,ラテン語の書物II,ラテン語の書物II,
ui_nm_book_for_transcription3,Latin book III,Latinská kniha III,ラテン語の書物III,ラテン語の書物III,
ui_nm_book_for_transcription4,Latin book IV,Latinská kniha IV,ラテン語の書物IV,ラテン語の書物IV,
ui_nm_book_for_transcription5,Latin book V,Latinská kniha V,ラテン語の書物V,ラテン語の書物V,
ui_nm_book_for_transcription6,Latin book VI,Latinská kniha VI,ラテン語の書物VI,ラテン語の書物VI,
ui_nm_book_of_poems,Anthology of Love Poems,Soubor milostných básní,愛の詩集,愛の詩集,
ui_nm_book_smolna_kniha,Black Chronicle of Rattay,Smolná kniha města Ratají,ラタイェの黒の調書,ラタイェの黒の調書,
ui_nm_boots_001,Footwraps and soles,Krpce a ovinky,フットラップとソール,靴底付きのフットラップ,
ui_nm_boots_001_dark,Dark footwraps and soles,Krpce a ovinky tmavé ,ダークフットラップとソール,暗色の靴底付きフットラップ,
ui_nm_boots_002,Old boots,Krpály,古いブーツ,古いブーツ,
ui_nm_boots_003,Slippers,Střevíce,スリッパ,スリッパ,
ui_nm_boots_004,Working boots,Boty pracovní,ワーキングブーツ,ワーキングブーツ,
ui_nm_boots_005,Decorated riding boots,Boty jezdecké zdobené,装飾されたライディングブーツ,装飾された乗馬ブーツ,
ui_nm_boots_006,Burgher's slippers,Střevíce měšťanské ,市民のスリッパ,市民のスリッパ,
ui_nm_boots_007,Fashionable slippers,Střevíce módní,お洒落なスリッパ,お洒落なスリッパ,
ui_nm_boots_008,Boots,Boty vysoké,ブーツ,ブーツ,
ui_nm_boots_009,Hunting boots,Boty lovecké,ハンティングブーツ,狩猟用のブーツ,
ui_nm_boots_010,Riding boots,Boty jezdecké,ライディングブーツ,乗馬ブーツ,
ui_nm_boots_010_color_var_A,Riding boots,Boty jezdecké světlé,ライディングブーツ,乗馬ブーツ,
ui_nm_boots_010_color_var_B,Dark riding boots,Boty jezdecké tmavé,ライディングダークブーツ,暗色の乗馬ブーツ,
ui_nm_boots_011,Noble's shoes,Boty panské,貴族の靴,貴族の靴,
ui_nm_boots_012,Pilgrim's shoes,Škorně poutnické,巡礼者の靴,巡礼者の靴,
ui_nm_boots_012_bonus,Warhorse shoes,Boty válečného oře,戦馬のシューズ,軍馬のシューズ,
ui_nm_boots_013,Silent shoes,Boty tiché,サイレントシューズ,消音の靴,
ui_nm_boots_013_c2,Quiet dark shoes,Boty tiché tmavé,ダークサイレントシューズ,暗色の消音靴,
ui_nm_boots_014,Nobleman's boots,Škorně šlechtické,貴族のブーツ,貴族のブーツ,
ui_nm_boots_014_c2,Noble's dark shoes,Škorně šlechtické tmavé,黒い貴族の靴,黒い貴族の靴,
ui_nm_borjas_key,Borya's key,Borjův klíč,ボーリャの鍵,ボーリャの鍵,
ui_nm_bow_cheap,Villager's ash bow,Luk vesnický jasan,村人のアッシュボウ,村人のトネリコの弓,
ui_nm_bow_cheap2,Villager's dogwood bow,Luk vesnický svída,村人のドッグウッドボウ,村人のハナミズキの弓,
ui_nm_bow_cheap3,Villager's hazel bow,Luk vesnický líska,村人のヘーゼルボウ,村人のハシバミの弓,
ui_nm_bow_cheap4,Villager's elm bow,Luk vesnický jilm,村人のエルムボウ,村人の楡の弓,
ui_nm_bow_cheap5,Villager's yew bow,Luk vesnický tis,村人のユーボウ,村人のイチイの弓,
ui_nm_bow_cuman_1,Cuman bow,Luk kumánský,クマン式の弓,クマン人の弓,
ui_nm_bow_cuman_2,Cuman bow,Luk kumánský,クマン式の弓,クマン人の弓,
ui_nm_bow_cuman_3,Cuman bow,Luk kumánský,クマン式の弓,クマン人の弓,
ui_nm_bow_cuman_4,Cuman bow,Luk kumánský,クマン式の弓,クマン人の弓,
ui_nm_bow_EXAMPLE,Example bow,Example luk,弓のサンプル,弓のサンプル,
ui_nm_bow_expensive,Ash longbow,Luk dlouhý jasan,アッシュロングボウ,トネリコの長弓,
ui_nm_bow_expensive2,Elm longbow,Luk dlouhý jilm,エルムロングボウ,楡の長弓,
ui_nm_bow_fortification,Villager's bow,Luk vesnický,村人の弓,村人の弓,
ui_nm_bow_good,Dogwood hunting bow,Luk lovecký svída,ドッグウッドハンティングボウ,ハナミズキの狩猟弓,
ui_nm_bow_good2,Yew longbow ,Luk dlouhý tis,ユーロングボウ ,イチイの長弓,
ui_nm_bow_light,Very light bow,Luk velmi lehký,超軽量弓,超軽量弓,
ui_nm_bow_light_adam,Adam's bow,Adamův luk,アダムの弓,アダムの弓,
ui_nm_bow_medium,Ash hunting bow,Luk lovecký jasan,アッシュハンティングボウ,トネリコの狩猟弓,
ui_nm_bow_medium2,Hazel hunting bow,Luk lovecký líska,ヘーゼルハンティングボウ,ハシバミの狩猟弓,
ui_nm_bow_medium3,Yew hunting bow,Luk lovecký tis,ユーハンティングボウ,イチイの狩猟弓,
ui_nm_bow_new_homes,Sinew bow,Šlacha,シニューボウ,腱の弓,
ui_nm_bow_test,Trial bow,Testovací luk,試練の弓,試練の弓,
ui_nm_bow_testing,Ordinary bow,Luk obyčejný,ありきたりな弓,平凡な弓,
ui_nm_branch,Topping-out,Glajcha,棟上げの枝,棟上げの枝,
ui_nm_breadQuarter,Bread,Chleba,パン,パン,
ui_nm_breadroll,Bread roll,Houska,ロールパン,ロールパン,
ui_nm_brig_col,Brigandine dyed pauldrons,Ramena k brigantině barvená,染色されたブリガンダインポールドロン,染色されたブリガンディンポールドロン,
ui_nm_brig_dark,Black brigandine pauldrons,Ramena k brigantině černěná,黒のブリガンダインポールドロン,黒のブリガンディンポールドロン,
ui_nm_brig_noh,Short brigandine chausses,Nohy podbíjené krátké,ショートブリガンダインショース,短いブリガンディンショース,
ui_nm_brig_ramena,Brigandine pauldrons,Ramena k brigantině,ブリガンダインポールドロン,ブリガンディンポールドロン,
ui_nm_brig_sas_rycht,Sasau Bailiff's brigandine,Brigantina sázavského rychtáře,ササウ執行官のブリガンダイン,サーザヴァ執行官のブリガンディン,
ui_nm_brigandine_001,Short-sleeved brigandine,Brigantina s krátkým rukávem,半袖のブリガンダイン,半袖のブリガンディン,
ui_nm_brigandine_009_bonus,Warhorse brigandine,Brigantina válečného oře,戦馬のブリガンダイン,軍馬のブリガンディン,
ui_nm_broad_axe,Broad axe,Sekera široká,ブロードアックス,幅広斧,
ui_nm_brocade,Brocade,Brokát,錦織,ブロケード,
ui_nm_bun,Pastry,Buchta,ペイストリー,ペイストリー,
ui_nm_burg_br_col,Aachen dyed brigandine,Brigantina burgundská barvená,染色されたアーヘン式ブリガンダイン,アーヘンの染色されたブリガンディン,
ui_nm_burg_br_dark,Aachen dark brigandine,Brigantina burgundská černěná,アーヘン式ダークブリガンダイン,アーヘンの暗色のブリガンディン,
ui_nm_burg_noh,Aachen brigandine chausses,Nohy burgundské podbíjené,アーヘン式ブリガンダインショース,アーヘンのブリガンディンショース,
ui_nm_burg_zdob_noh,Aachen decorated chausses,Nohy burgundské zdobené ,装飾されたアーヘン式ショース,アーヘンの装飾ショース,
ui_nm_burgund_ruka,Aachen gauntlets,Rukavice burgundské,アーヘン式ガントレット,アーヘンのガントレット,
ui_nm_ca_collar_001,Mail collar,Límec kroužkový,メイルカラー,鎖襟,
ui_nm_ca_hood_002,Mail coif,Kukla kroužková ,メイルコイフ,鎖頭巾,
ui_nm_ca_hood_003,Noble's mail coif,Kukla kroužková panská,貴族のメイルコイフ,貴族の鎖頭巾,
ui_nm_ca_hood_003_bonus,Warhorse coif,Kukla válečného oře,戦馬のコイフ,軍馬のコイフ,
ui_nm_ca_hood_004,Mail coif,Kukla kroužková,メイルコイフ,鎖頭巾,
ui_nm_ca_hood_005,Decorated mail coif,Kukla kroužková zdobená,装飾されたメイルコイフ,装飾された鎖頭巾,
ui_nm_ca_hood_006,Elongated mail coif,Kukla kroužková prodloužená ,ロングメイルコイフ,長い鎖頭巾,
ui_nm_ca_hood_008,Noble's mail collar,Límec kroužkový panský,貴族のメイルカラー,貴族の鎖襟,
ui_nm_ca_hood_009,Reinforced mail collar,Límec kroužkový zesílený,強化メイルカラー,強化鎖襟,
ui_nm_ca_shirt_003_bonus,Warhorse hauberk,Hauberk válečného oře,戦馬のホーバーク,軍馬のホーバーク,
ui_nm_cabbage,Cabbage,Zelí,キャベツ,キャベツ,
ui_nm_cabbage_cooked,Boiled cabbage,Vařené zelí,焼きキャベツ,焼きキャベツ,
ui_nm_cap,Coif,Čepec,コイフ,頭巾,
ui_nm_caponBow,Capon's hunting bow,Luk lovecký Jana Ptáčka,カポンのハンティングボウ,プターチェクの狩猟弓,
ui_nm_captains_mace,Captain's mace,Bulava hejtmanská,隊長のメイス,隊長のブラヴァ,
ui_nm_captive_letter,Captive's letter,Dopis zajatého lapky,捕虜の手紙,捕虜の手紙,
ui_nm_carpenters_axe,Carpenter's axe,Tesařská širočina,大工の斧,大工の斧,
ui_nm_carrot,Carrot,Mrkev,ニンジン,ニンジン,
ui_nm_carrot_cooked,Boiled carrot,Vařená mrkev,焼きニンジン,焼きニンジン,
ui_nm_ceremonial_mace,Ceremonial mace,Bulava zdobená,セレモニアルメイス,儀礼用ブラヴァ,
ui_nm_chalice_glass,Glass goblet,Skleněná číše,ガラスの杯,ガラスの杯,
ui_nm_chaperon_001_black,Black chaperon,Chaperon černý,黒のシャペロン,黒のシャペロン,
ui_nm_chaperon_001_blue,Blue chaperon,Chaperon modrý,青のシャペロン,青のシャペロン,
ui_nm_chaperon_001_red,Red chaperon,Chaperon červený,赤のシャペロン,赤のシャペロン,
ui_nm_chaperon_001_yelow,Yellow chaperon,Chaperon žlutý,黄色のシャペロン,黄色のシャペロン,
ui_nm_chaperon_pavelkolin,Pavel of Kolin's chaperon,Šaperon Pavla z Kolína,コリーンのパヴェルのシャペロン,〈コリーンのパヴェル〉のシャペロン,
ui_nm_charl_bonedust,Bone powder of St. Thomas,Prach z kosti sv. Tomáše,聖トーマスの骨粉,聖トマーシュの骨粉,
ui_nm_charl_crystal,Kyffhauser crystal,Kyffhauserský křišťál,キュフホイザーのクリスタル,キュフホイザーのクリスタル,
ui_nm_charl_frenchcandle,French altar candle,Oltářní svíce z Francie,フランスの祭壇用ろうそく,フランスの祭壇用ろうそく,
ui_nm_charl_horndust,Powdered unicorn horn,Prach z rohu jednorožce,ユニコーンの角の粉末,ユニコーンの角の粉末,
ui_nm_charl_mandragora,Mandrake root,Kořen mandragory,マンドレイクの根,マンドレイクの根,
ui_nm_charl_salt,Salt of St. James' Madonna,Sůl Svatojakubské madony,聖ジェームズ教会の聖女の塩,聖ジェームズ教会の聖女の塩,
ui_nm_charl_urim_thumim,Urim and Thummim,Urim a Thumim,ウリムとトンミム,ウリムとトンミム,
ui_nm_charl_wine,Rosehip wine,Víno z růžového keře,ローズヒップのワイン,ローズヒップのワイン,
ui_nm_charlatan_tunic,Charlatan's tunic,Šarlatánova tunika,山師のチュニック,山師のチュニック,
ui_nm_cheese_quarter,Cheese,Sýr,チーズ,チーズ,
ui_nm_cheese_quarter_dried,Dried cheese,Sušený sýr,ドライチーズ,ドライチーズ,
ui_nm_cheese_quarter_smoked,Smoked cheese,Uzený sýr,燻製チーズ,燻製チーズ,
ui_nm_chest,Wooden trunk,Dřevěná truhlice,木製トランク,木製トランク,
ui_nm_chicken_thigh,Roast chicken,Pečené kuřecí maso,ローストチキン,ローストチキン,
ui_nm_ChickenHeart,Chicken heart,Kuřecí srdíčko,ニワトリの心臓,ニワトリの心臓,
ui_nm_ChickenHeart_cooked,Cooked chicken heart,Kuřecí srdíčko vařené,焼き鶏ハツ,焼き鶏ハツ,
ui_nm_club,Bludgeon,Obuch,棍棒,棍棒,
ui_nm_coffee,Coffee,Kafe,コーヒー,コーヒー,
ui_nm_collier_loot,Charcoal-burner's loot,Uhlířův lup,炭焼き職人の持ち物,炭焼き職人の持ち物,
ui_nm_coopers_axe,Cooper's axe,Sekera bednářská,クーパーの斧,樽職人の斧,
ui_nm_corpses_ring,Dead man's ring,Prsten nebožtíka,死人の指輪,死人の指輪,
ui_nm_cotte_001,Plain chemise,Šaty spodní prosté,地味なシュミーズ,地味なシュミーズ,
ui_nm_cotte_002,Beggar's tunic,Kytlice žebrácká ,物乞いのチュニック,物乞いのチュニック,
ui_nm_cotte_002_color_B,Beggar's dark tunic,Kytlice žebrácká tmavá,物乞いのダークチュニック,物乞いのダークチュニック,
ui_nm_cotte_003,Townswoman's dress,Šaty měšťanské,町の女性のドレス,町の女性のドレス,
ui_nm_cotte_004_c1,Common dress,Šaty obyčejné,普通のドレス,普通のドレス,
ui_nm_cotte_004_c1_apron,Dress and apron,Šaty se zástěrou,ドレスとエプロン,ドレスとエプロン,
ui_nm_cotte_005,Plain dress,Šaty každodenní,晴れ着のドレス,晴れ着のドレス,
ui_nm_cotte_006,Everyday dress,Šaty každodenní,装飾されたドレス,装飾されたドレス,
ui_nm_cotte_007,Festive dress,Šaty se zdobením,祝祭用のドレス,祝祭用のドレス,
ui_nm_cotte_apron_001,Servant's dress,Šaty služebné,召使いの服,召使いの服,
ui_nm_cow_antidote,Cow antidote,Protijed pro krávu,牛の解毒薬,牛の解毒薬,
ui_nm_cow_antidote_wrong,Cow antidote wrong,Protijed pro krávy,牛の解毒薬（無効）,牛の解毒薬（無効）,
ui_nm_cow_poison,Cow poison,Jed pro krávy,牛用毒薬,牛用毒薬,
ui_nm_cow_tongue,Beef tongue,Hovězí jazyk,牛のタン,牛のタン,
ui_nm_cow_tongue_cooked,Cooked beef tongue,Vařený hovězí jazyk,焼き牛タン,焼き牛タン,
ui_nm_cracklings,Cracklings,Škvarky,クラックリング,クラックリング,
ui_nm_cream,Cream,Smetana,クリーム,クリーム,
ui_nm_crossguard,Crossguard for new sword,Záštita pro otcův meč,新たな剣のためのクロスガード,新たな剣のためのクロスガード,
ui_nm_crystal_meth,Crystal meth,Šmakuláda,高揚のクリスタルメス,高揚のクリスタルメス,
ui_nm_cuman_axe,Cuman axe,Sekera kumánská,クマン式アックス,クマン人の斧,
ui_nm_cuman_boots,Cuman riding boots,Boty kumánské jezdecké,クマン式ライディングブーツ,クマン人の乗馬ブーツ,
ui_nm_cuman_caftan,Cuman caftan,Kaftan kumánský ,クマン式カフタン,クマン人のカフタン,
ui_nm_cuman_caftan_002,Long Cuman caftan,Kaftan kumánský dlouhý,クマン式ロングカフタン,クマン人の長いカフタン,
ui_nm_cuman_chest_disguise,Cuman disguise,Kumánský převlek,クマン人の変装鎧,クマン人の変装鎧,
ui_nm_cuman_chest_magic_disguise,Magical Cuman disguise,Magický kumánský převlek,マジカルクマン式変装鎧,魔法のクマン人の変装鎧,
ui_nm_cuman_ear,Cuman ear,Ucho zabitého Kumána,クマン人の耳,クマン人の耳,
ui_nm_cuman_helmet_disguise,Cuman mask,Kumánská maska,クマン人の変装マスク,クマン人の変装マスク,
ui_nm_cuman_helmet_magic_disguise,Magic Cuman mask,Magická kumánská maska,マジカルクマン式マスク,魔法のクマン人の面,
ui_nm_cuman_jacket_001,Cuman cotehardie,Kabátec kumánský,クマン式コタルディ,クマン人のコルタディ,
ui_nm_cuman_trousers_001_base,Cuman riding breeches,Nohavice kumánské jezdecké,クマン式ライディングブリーチズ,クマン人の乗馬用股引,
ui_nm_cuman_tunic_001,Beige Cuman tunic,Tunika kumánská béžová,ベージュのクマン式チュニック,クマン人のベージュのチュニック,
ui_nm_cuman_tunic_002,Cuman tunic,Tunika kumánská,クマン式チュニック,クマン人のチュニック,
ui_nm_cuman_tunic_002_colorVar_01,Yellow Cuman tunic,Tunika kumánská žlutá,黄色のクマン式チュニック,クマン人の黄色いチュニック,
ui_nm_cuman_tunic_002_colorVar_02,Green Cuman tunic,Tunika kumánská zelená,緑のクマン式チュニック,クマン人の緑色のチュニック,
ui_nm_custodian_orders,Custodian's orders,Pověřovací listina,管理人の命令,管理人の命令,
ui_nm_dagger_01,Dagger,Dýka,短剣,短剣,
ui_nm_dagger1,Dagger,Dýka,短剣,短剣,
ui_nm_damasc,Damask,Damašek,ダマスク織,ダマスク織,
ui_nm_dandelion_syrup,Syrup,Syrup (NEBUDE),シロップ,シロップ,
ui_nm_decorated_dagger,Ornamented dagger,Dýka zdobená,装飾された短剣,装飾された短剣,
ui_nm_deer_meat,Venison,Zvěřina,鹿肉,鹿肉,
ui_nm_deerMeat_dried,Dried venison,Sušené jelení maso,干した鹿肉,干した鹿肉,
ui_nm_demijohn_01,Spirits,Pálenka,酒,酒,
ui_nm_devil,Devil's costume,Ďáblův oblek,悪魔のコスチューム,悪魔のコスチューム,
ui_nm_dieBlueprints,Engraver's documents,Rytecké dokumenty,彫刻師の書類,彫刻師の書類,
ui_nm_divisLetter,Letters for Sir Divish,Dopisy pro Diviše,ディビシュ卿への手紙,ディヴィシュ卿への手紙,
ui_nm_doe_kidney,Roe-deer kidneys,Srnčí ledvinky,ノロジカの腎臓,ノロジカの腎臓,
ui_nm_doe_kidney_cooked,Cooked roe-deer kidneys,Vařené srnčí ledvinky,焼いたノロジカの腎臓,焼いたノロジカの腎臓,
ui_nm_doeMeat,Roe-deer venison,Srnčí maso,ノロジカの肉,ノロジカの肉,
ui_nm_doeMeat_cooked,Cooked roe-deer venison,Vařené srnčí maso,焼きノロジカ肉,焼きノロジカ肉,
ui_nm_doeMeat_dried,Dried roe venison,Sušené srnčí maso,干したノロジカの肉,干したノロジカの肉,
ui_nm_doeMeat_smoked,Smoked roe venison,Uzené srnčí maso,ノロジカの肉の燻製,ノロジカの肉の燻製,
ui_nm_dog_lard,Dog lard  ,Psí sádlo,犬の脂  ,犬の脂,
ui_nm_dog_meat,Dog meat,Psí maso,犬の肉,犬の肉,
ui_nm_dog_meat_cooked,Cooked dog meat,Vařené psí maso,焼き犬肉,焼き犬肉,
ui_nm_dog_meat_dried,Dried dog meat,Sušené psí maso,干し犬肉,干し犬肉,
ui_nm_dog_meat_smoked,Smoked dog meat,Uzené psí maso,犬の燻製肉,犬の燻製肉,
ui_nm_dog_mode,Current command,Aktuální povel,現在のコマンド,現在のコマンド,
ui_nm_doublet_001,Green doublet,Dublet zelený,緑のダブレット,緑のダブレット,
ui_nm_drahomiras_ring,Drahomira's ring,Drahomířin prsten,ドラホミーラの指輪,ドラホミーラの指輪,
ui_nm_dress_for_karolina,Dress for Karolina,Šaty pro Karolínu,カロリーナのためのドレス,カロリーナのためのドレス,
ui_nm_dried_fruit,Dried fruit,Sušené ovoce,ドライフルーツ,ドライフルーツ,
ui_nm_dried_mushroom,Dried mushrooms,Sušené houby,乾燥キノコ,乾燥キノコ,
ui_nm_droby,Offal,Droby,くず肉,くず肉,
ui_nm_droby_cooked,Cooked offal,Vařené droby,焼きくず肉,焼きくず肉,
ui_nm_drowned_sheep,Drowned sheep,Utopená ovce,おぼれた羊,おぼれた羊,
ui_nm_duck,Roast duck,Pečená kachna,ローストダック,ローストダック,
ui_nm_dvoj_klobouk,Two-piece kettle hat,Klobouk dvojdílný,ツーピースケトルハット,ツーピースケトルハット,
ui_nm_dvojpapezstvi,On the Papal Schism,O dvojpapežství,二人の教皇,二人の教皇,
ui_nm_edibleHorse,Horsemeat,Konina,馬肉,馬肉,
ui_nm_edibleHorse_cooked,Cooked horsemeat,Vařená konina,焼き馬肉,焼き馬肉,
ui_nm_edibleHorse_dried,Dried horse meat,Sušená konina,干し馬肉,干し馬肉,
ui_nm_edibleHorse_smoked,Smoked horse meat,Uzená konina,馬の燻製肉,馬の燻製肉,
ui_nm_egg,Egg,Vejce,卵,卵,
ui_nm_egg_hardboiled,Hardboiled egg,Vejce natvrdo,固ゆで卵,固ゆで卵,
ui_nm_empty_parchment,Blank parchment and charcoal,Prázdný pergamen a uhel,白紙の羊皮紙と木炭,白紙の羊皮紙と木炭,
ui_nm_executioner_coat_001,Men's cotehardie - green,Cotehardie pánské zelené,男性用コタルディ - 緑,緑色の男性用コタルディ,
ui_nm_executioner_coat_001_var_B,Brown noble cotehardie,Cotehardie pánské hnědé,貴族のブラウンコタルディ,茶色い貴族のコタルディ,
ui_nm_executioner_coat_001_var_C,Men's cotehardie - red,Cotehardie pánské červené,男性用コタルディ - 赤,赤色の男性用コタルディ,
ui_nm_executioner_coat_002,Decorated caftan,Kaftan zdobený,装飾されたカフタン,装飾されたカフタン,
ui_nm_executioner_rope_rotten,Executioner's rope - rotten,Katův nahnilý provaz,処刑人のロープ - 損傷あり,ぼろぼろの処刑人のロープ,
ui_nm_executioner_sword,Executioner's sword,Meč popravčí,処刑人の剣,処刑人の剣,
